soluzione,definizione
OSTRICA,Mollusco da cui nasce la perla
OSTRICHE,Nascondono perle in conchiglia
OSTROGOTI,Popolo germanico che regnò in Italia
OSTRUZIONE,Una manifestazione di deterrente
OSTRUZIONE,Un esempio riconducibile a deterrente
OSTUNI,La città bianca della Puglia
OTARIA,Mammifero marino con baffi e pinne
OTARIA,Mammifero marino dalle orecchie visibili
OTARIA,Mammifero marino simile alla foca
OTELLO,Geloso moro di Venezia
OTITE,Infiammazione dell'orecchio
OTIUM,Tempo libero romano non per forza pigro
OTORINO,"Lo specialista di orecchio, naso e gola"
OTRANTO,Città pugliese affacciata sull'Adriatico
OTRANTO,Città salentina del mosaico pavimentale
OTRE,Recipiente di pelle per liquidi
OTTAEDRO,Solido a otto facce
OTTAGONO,Figura con otto lati
OTTAVA,Intervallo musicale di otto note
OTTAVINO,Il più acuto dei flauti
OTTAWA,"Capitale canadese, non Toronto"
OTTENERE,Può rientrare nell’idea di trovare
OTTENERE,Azione riconducibile al significato di riuscire
OTTENIMENTO,Atto di entrare in possesso di qualcosa
OTTENIMENTO,Conseguimento di un risultato
OTTICA,Punto di vista da cui si considera un fatto
OTTICA,Modo particolare di guardare una questione
OTTICO,Detto di ciò che richiama l’idea di visivo
OTTIMAMENTE,Con valore vicino a egregiamente
OTTIMO,"Eccellente, secondo il contesto"
OTTO,L'...volante delle giostre del luna park
OTTO,Numero con due pance
OTTONE,Lega gialla da strumenti e maniglie
OTTONE,Lega gialla di rame e zinco
OTTONI,Gli...: gli strumenti a fiato di metallo
OTTUSO,"L'angolo maggiore di novanta gradi, o chi è tardo"
OUAGADOUGOU,La capitale del Burkina Faso
OUVERTURE,Brano strumentale che apre l'opera
OVA,"Prodotti del pollaio, in forma arcaica"
OVAIA,La ghiandola femminile che produce gli ovuli
OVALE,Forma d'uovo allungata
OVALE,Forma dell'uovo o del rugby
OVALE,"Il rugby, lo sport della palla..."
OVATTA,Morbida massa bianca da imbottiture o cure
OVEST,Punto dove il sole si congeda
OVEST,Una forma specifica di regione
OVEST,Una manifestazione di punto cardinale
OVIDIO,L'autore delle Metamorfosi
OVILE,"Casa lanosa, per così dire"
OVILE,Ricovero delle pecore
OVIPARO,Nasce da uova deposte
OVOLO,Modanatura a forma di uovo
OVULO,Cellula femminile o forma farmaceutica
OVUNQUE,Con una sfumatura che richiama dappertutto
OVUNQUE,In qualsiasi luogo
OVVIAI,Passato remoto: Porre rimedio
OVVIAMENTE,Con una sfumatura che richiama già
OVVIAMENTE,Con valore vicino a sicuro
OVVIATO,Participio: Porre rimedio
OVVIO,Qualità che si avvicina a evidente
OVVIO,Può assumere la sfumatura di manifesto
OWEN,Il nome dell'attore Wilson
OWENS,Il velocista americano dei quattro ori a Berlino
OXA,"La cantante di Sanremo, Anna"
OXFORD,Città universitaria inglese
OXFORD,Le classiche scarpe stringate
OZIO,L'...è il padre dei vizi
OZIOSA,Priva di attività
OZIOSE,Prive di attività
OZIOSI,Privi di attività
OZIOSO,Privo di attività
OZONO,Tre atomi d'ossigeno in quota
